pzn;categories;enabled;family;parent;groups;X_SELL-groups;X_SELL-products;X_SELL-product_models;UPSELL-groups;UPSELL-products;UPSELL-product_models;SUBSTITUTION-groups;SUBSTITUTION-products;SUBSTITUTION-product_models;PACK-groups;PACK-products;PACK-product_models;setzugehoerigkeit-groups;setzugehoerigkeit-products;setzugehoerigkeit-product_models;ean_gtin
02679208;all_articles,blutdruckmittel;1;abda_artikel;;;;;;;;;;;;;;;;;;06409944200073
10408972;all_articles,mund0und0zaehne0zahnpflegeprodukte0zahnseide0sticks;1;abda_artikel;;;;;;;;;;;;;;;;;;"0037000201984 "
01557897;all_articles,artikel,vichy0reife0haut;1;abda_artikel;3347365800;;;;;;;;;;;;;;;;;03337871323646
04144150;all_articles,diabetes0diabetische0insulinversorgung0insulinspritze;1;abda_artikel;;;;;;;;;;;;;;;;;;00382900837031
05589233;all_articles,sonnenschutzmittel0selbstbraeuner0gesicht,sonnenschutzmittel0selbstbraeuner0koerper,vichy0sonnenpflege;1;abda_artikel;3350784600;;;;;;;;;;;;;;;;;03337871310714
11286815;all_articles,annemarie0boerlind0zz0sensitive,gesichtspflege0tagescreme0weitere,nachhaltigkeit0ohne0mikroplastik0gesichtspflegeprodukte;1;abda_artikel;;;;;;;;;;;;;;;;;;04011061008672
04856034;all_articles,seo0laryngomedin;1;abda_artikel;3336100511;;;;;;;;;;;;;;;;;04008617520672
10262468;all_articles,mund0und0zaehne0zahnpflege0produkte0zahnpflege0tabletten;1;abda_artikel;3345409200;;;;;;;;;;;;;;;;;04260455370400
03551195;all_articles,geschenkideen0fest0der0liebe,gesundheitsprodukte,maennerpflege0wellness0fuer0den0mann,themenwelt0bettgeschichten0immer0frisch0im0intimbereich,wissenswertes0zu0erektionsstoerungen;1;abda_artikel;;;;;;;;;;;;;;;;;;04028403148019
06826296;all_articles,haus0reiseapotheke0thermometer0zubehoer;1;abda_artikel;;;;;;;;;;;;;;;;;;04022356010485
16153355;all_articles,mund0und0zaehne0mundpflegeprodukte0frischer0atem0kaugummi0zahnpflege;1;abda_artikel;;;;;;;;;;;;;;;;;;03574661445021
14001167;all_articles,augen0nase0ohren0nase0weitere0produkte0fuer0die0nase,kind0und0familie0baby0und0kind0kinderapotheke0erkaeltung;1;abda_artikel;3349550100;;;;;;;;;;;;;;;;;04250107603291
16790688;all_articles,blutdruckmittel,vitamin0b12,vitamin0b6,workflow_datenpflege_bild_72_dpi,workflow_datenpflege_lmiv_angaben,workflow_datenpflege_text_anfordern;1;abda_artikel;3352007100;;;;;;;;;;;;;;;;;04260633570509
07573590;all_articles,koerperpflege0deodorants0creme,sebamed0deos0ohne0aluminiumsalze,sebamed0empfindliche0haut;1;abda_artikel;3345497700;;;;;;;;;;;;;;;;;04103040919724
00338986;all_articles,mund0und0zaehne0zahnprothesenpflege0produkte0haftcreme0ohne0zink;1;abda_artikel;;;;;;;;;;;;;;;;;;04026600836005
15406771;all_articles,fusspflegeprodukte0fusscreme0fussbalsam;1;abda_artikel;;;;;;;;;;;;;;;;;;04064133002191
10186595;Verbandsmaterial0gelenkschienen,all_articles;1;abda_artikel;;;;;;;;;;;;;;;;;;04046719780242
15293769;all_articles,gesichtspflege0hauttypen0normale0mischhaut;1;abda_artikel;3349810300;;;;;;;;;;;;;;;;;03337875675086
15580865;all_articles,gesichtspflege0dekorative0kosmetik0makeup0foundation,medipharma0cosmetics0makeup0hyaluron;1;abda_artikel;;;;;;;;;;;;;;;;;;04016369327067
16488558;all_articles,amazon0pay0blacklist,wellness0cbd0creme0koerperlotion;1;abda_artikel;;;;;;;;;;;;;;;;;;00753626134818
16578706;all_articles,amazon0pay0blacklist,wellness0cbd0creme0cbd0einreibung;1;abda_artikel;;;;;;;;;;;;;;;;;;09120071861766
16578712;all_articles,amazon0pay0blacklist,wellness0cbd0creme0cbd0einreibung;1;abda_artikel;;;;;;;;;;;;;;;;;;09120071861803
16152054;all_articles,magen0und0darm0durchfall0tabletten0gegen0durchfall;1;abda_artikel;3350411900;;;;;;;;;;;;;;;;;04008491129787
16328731;all_articles,gesichtspflege0gesichtspflege0hauttyp0reife0haut,vichy0antiage0und0ebenmaessigkeit;1;abda_artikel;3350598900;;;;;;;;;;;;;;;;;03337875719124
16508597;all_articles,calcium;1;abda_artikel;3351028300;;;;;;;;;;;;;;;;;04024075598404
16660744;all_articles,corona0shop0desinfektion0desinfektionsgel,corona0shop0desinfektion0handdesinfektionsmittel;1;abda_artikel;;;;;;;;;;;;;;;;;;04008890001264
14018245;all_articles,folsaeure,kind0und0familie0frauengesundheit0nahrungsergaenzung0fuer0frauen,kind0und0familie0mamagesundheit0stillzeit0stillvitamine,kind0und0familie0schwangerschaft0schwangerschaftsvitamine0folsaeure0schwangerschaft,workflow_datenpflege_text_anfordern;1;abda_artikel;3349447700;;;;;;;;;;;;;;;;;04260433190204
16760670;all_articles,gesichtspflege0gesichtspflege0hauttyp0unreine0haut;1;abda_artikel;;;;;;;;;;;;;;;;;;04009839493065
16687588;all_articles,nahrungsergaenzung0aus0der0natur,nahrungsergaenzung0superfood0curcuma,workflow_datenpflege_lmiv_angaben,workflow_datenpflege_text_anfordern;1;abda_artikel;;;;;;;;;;;;;;;;;;04250424168473
04123484;all_articles,elmex0zahnzwischenraumreinigung;1;abda_artikel;;;;;;;;;;;;;;;;;;07610108060023
07371550;all_articles,gesichtspflege0gesichtspflege0hauttyp0trockene0haut,medipharma0cosmetics0gesicht0haut0in0balance;1;abda_artikel;3349173300;;;;;;;;;;;;;;;;;04016369466421
12427784;all_articles,medizinische0handcreme;1;abda_artikel;3348318400;;;;;;;;;;;;;;;;;04011353000575
15748862;all_articles,koerperpflege0deodorants0creme,workflow_datenpflege_text_anfordern;1;abda_artikel;;;;;;;;;;;;;;;;;;09120016849293
12454491;all_articles,gesichtspflege0lippenpflege0lippenpflegestift;1;abda_artikel;3348510300;;;;;;;;;;;;;;;;;04011353000582
10341825;all_articles,weitere_und_zaehne_produkte;1;abda_artikel;;;;;;;;;;;;;;;;;;05031966999997
09233668;all_articles,gesichtspflege0gesichtspflege0hauttyp0reife0haut,koerperpflege0anti0cellulite0cellulite0creme;1;abda_artikel;;;;;;;;;;;;;;;;;;04016369462584
12342941;all_articles,augen0nase0und0ohren0augen0augenkompressen;1;abda_artikel;;;;;;;;;;;;;;;;;;03401021209613
12352543;all_articles,hunde0haut0fell;1;abda_artikel;;;;;;;;;;;;;;;;;;04019181207005
12543958;all_articles,pflegebedarf0inkontinenzprodukte0inkontinenzhosen;1;abda_artikel;;;;;;;;;;;;;;;;;;04052199265759
15409953;all_articles,massage0koerperoele;1;abda_artikel;;;;;;;;;;;;;;;;;;04260518460406
00679598;all_articles,duschen0baden,sebamed0trockene0haut;1;abda_artikel;3343826300;;;;;;;;;;;;;;;;;04103040182241
09227254;all_articles,bioderma0sebium,gesichtspflege0gesichtspflege0hauttyp0unreine0haut;1;abda_artikel;3346902700;;;;;;;;;;;;;;;;;03401361353625
15532033;all_articles,dadosens0sun;1;abda_artikel;;;;;;;;;;;;;;;;;;04011140211801
00916868;all_articles,corona0shop0desinfektion0desinfektionstuecher,corona0shop0desinfektion0flaechendesinfektionsmittel;1;abda_artikel;;;;;;;;;;;;;;;;;;04031678039845
09517029;Verbandsmaterial0bandagen0kniebandagen,all_articles,sport0sportverletzungen0sportbandagen0kniebandagen;1;abda_artikel;;;;;;;;;;;;;;;;;;04046719605156
04950158;all_articles,duschen0baden;1;abda_artikel;3349446600;;;;;;;;;;;;;;;;;04260084347910
01028006;all_articles,gesundheitsprodukte,pflegebedarf0reha0hilfsmittel,sport0theraband;1;abda_artikel;;;;;;;;;;;;;;;;;;04260071630759
02836493;all_articles,artikel,mund0und0zaehne0zahnpflegeprodukte0zahnpasta0parodontax;1;abda_artikel;;;;;;;;;;;;;;;;;;04026600839877
09060564;all_articles,insektenschutz0mueckenschutz0lotion,insektenschutz0mueckenschutz0schwangere,kind0und0familie0baby0und0kind0speziell0fuer0kinder;1;abda_artikel;;;;;;;;;;;;;;;;;;04017777268157
12447829;all_articles,colgate_zahnpasta;1;abda_artikel;;;;;;;;;;;;;;;;;;08718951035461
12472980;all_articles,vegane0pflege;1;abda_artikel;;;;;;;;;;;;;;;;;;07621500217526
00764594;all_articles,d0potenzen0c0g;1;abda_artikel;3336310011;;;;;;;;;;;;;;;;;04001638054263
02205657;all_articles,gesichtspflege0gesichtsmaske0luvos0heilerde0maske,gesichtspflege0gesichtsmaske0mitesser0maske,gesichtspflege0gesichtsmaske0reinigungsmaske,gesichtspflege0gesichtspflege0hauttyp0unreine0haut,nachhaltigkeit0kosmetik0ohne0tierversuche,nachhaltigkeit0ohne0mikroplastik0gesichtspflegeprodukte,vegane0pflege,wellnessprodukte;1;abda_artikel;3350930800;;;;;;;;;;;;;;;;;04005120141035
08716956;all_articles,mund0und0zaehne0zahnpflegeprodukte0zahnpasta0fluorid;1;abda_artikel;;;;;;;;;;;;;;;;;;07612412422436
11732344;all_articles,bis020eur,fusspflegeprodukte0einlegesohlen0waehrmende;1;abda_artikel;;;;;;;;;;;;;;;;;;04260394911511
02048583;all_articles,gesichtspflege0gesichtspflege0hauttyp0reife0haut,gesichtspflege0nachtcreme,weleda0reife0haut;1;abda_artikel;3344946700;;;;;;;;;;;;;;;;;04001638091015
10992646;all_articles,nerven0und0wohlbefinden0schlafstoerungen0einschlafstoerungen,nerven0und0wohlbefinden0unruhe;1;abda_artikel;3347514400;;;;;;;;;;;;;;;;;04008617012627
04315611;all_articles,hand0und0nagelpflege0handpflege0handcreme0weitere;1;abda_artikel;;;;;;;;;;;;;;;;;;04105170606291
11345860;all_articles,blasenschwaeche,pflegebedarf0inkontinenzprodukte0inkontinenzhosen;1;abda_artikel;;;;;;;;;;;;;;;;;;04052199244839
01538523;all_articles,koerperpflege0deodorants0kristall,koerperpflege0deodorants0stick,themenwelten0tabuthemen0uebermaessiges0schwitzen;1;abda_artikel;;;;;;;;;;;;;;;;;;04008890001257
09481952;all_articles,augen0nase0und0ohren0ohren0ohrstoepsel0kinder,augen0nase0und0ohren0ohren0ohrstoepsel0ohropax,augen0nase0und0ohren0ohren0ohrstoepsel0schlafen,augen0nase0und0ohren0ohren0ohrstoepsel0schwimmen,augen0nase0und0ohren0ohren0ohrstoepsel0silikon,haus0reiseapotheke0nuetzliche0reisebegleiter,kind0und0familie0baby0und0kind0speziell0fuer0kinder;1;abda_artikel;;;;;;;;;;;;;;;;;;04003626081060
10012323;all_articles,fusspflegeprodukte00hornhautentferner0hornhaut0creme;1;abda_artikel;;;;;;;;;;;;;;;;;;04013640061016
10820974;all_articles,fusspflegeprodukte0einlegesohlen0gel,fusspflegeprodukte0einlegesohlen0weitere,haus0reiseapotheke0nuetzliche0reisebegleiter,scholl0gelactiv0einlegesohlen,themenwelt0gesund0unterwegs0wandern;1;abda_artikel;;;;;;;;;;;;;;;;;;04002448126713
12492818;all_articles,notfall0bedarf0notfallkoffer;1;abda_artikel;;;;;;;;;;;;;;;;;;04045444598795
00245291;all_articles,urtinkturen;1;abda_artikel;3343708400;;;;;;;;;;;;;;;;;07640158232538
00357995;adventskalender,all_articles,bis020eur,geschenkideen_fuer_maenner,maennerpflege0wellness0fuer0den0mann,massage0koerperoele,themenwelten0homeoffice0weniger0bewegung0sportliche0aktivitaeten,weleda0normale0und0mischhaut,weleda0reife0haut,weleda0schwangerschaftsund0babypflege,weleda0trockene0sensible0haut;1;abda_artikel;3343055600;;;;;;;;;;;;;;;;;04001638099240
00211576;aliva_katalog,all_articles,gesundheitsprodukte,pflegebedarf0reha0hilfsmittel,rat0tat0500plus,rat0tat0hand0fuss,sanicare_katalog,themenwelten0homeoffice0entspannungszeiten0einplanen,themenwelten0homeoffice0nacken0verspannt0rueckenschmerzen,themenwelten0homeoffice0weniger0bewegung0sportliche0aktivitaeten,themenwelten0sportlich0fit0und0aktiv0immer0schoen0fit0halten;1;abda_artikel;;;;;;;;;;;;;;;;;;04041314002263
11600944;all_articles,gesichtspflege0gesichtspflege0hauttyp0empfindliche0haut;1;abda_artikel;;;;;;;;;;;;;;;;;;04052527000953
12564133;all_articles,massage0koerperoele;1;abda_artikel;3338560711;;;;;;;;;;;;;;;;;04001638500760
02049714;all_articles,gesichtspflege0tagescreme0weitere,weleda0reife0haut;1;abda_artikel;3344946800;;;;;;;;;;;;;;;;;04001638090889
03070053;all_articles,marken0shop0speick0naturkosmetik0deo;1;abda_artikel;;;;;;;;;;;;;;;;;;04009800001626
04397655;all_articles,gesichtspflege0gesichtspflege0hauttyp0unreine0haut,gesichtspflege0tagescreme0mattierende;1;abda_artikel;;;;;;;;;;;;;;;;;;00000042233091
05867933;all_articles,massage0gleitmittel0co,massage0koerperoele,rat0tat0lust0liebe;1;abda_artikel;;;;;;;;;;;;;;;;;;04028403143250
10763012;all_articles,mund0und0zaehne0zahnpflegeprodukte0zahnbuersten0ersatzbuersten;1;abda_artikel;;;;;;;;;;;;;;;;;;04210201052647
11517806;all_articles,vegane0pflege;1;abda_artikel;3352238800;;;;;;;;;;;;;;;;;07621500160150
13748697;all_articles,annemarie0boerlind0aquanature,nachhaltigkeit0ohne0mikroplastik0gesichtspflegeprodukte;1;abda_artikel;;;;;;;;;;;;;;;;;;04011061214905
14170473;all_articles,multivitamine,nahrungsergaenzung0vitaminpraeparate0vitamin0a,seo0vitamin0komplex;1;abda_artikel;3349648300;;;;;;;;;;;;;;;;;04260639690096
00977663;all_articles,mund0und0zaehne0zahnpflegeprodukte0zahnbuersten0ersatzbuersten;1;abda_artikel;;;;;;;;;;;;;;;;;;04040513000216
01605403;all_articles,verbandsmaterial0pflaster0duschpflaster,verbandsmaterial0pflaster0wasserfestes0pflaster;1;abda_artikel;;;;;;;;;;;;;;;;;;04012994744088
03510374;all_articles,artikel,seife0seifenstueck;1;abda_artikel;;;;;;;;;;;;;;;;;;04016369140161
03681503;all_articles,aromatherapie;1;abda_artikel;;;;;;;;;;;;;;;;;;04015184020085
08756720;all_articles,gesichtspflege0gesichtspflege0hauttyp0trockene0haut,koerperpflege0koerpercreme0feuchtigkeitscreme,koerperpflege0nach0hauttypen0trockene0haut;1;abda_artikel;;;;;;;;;;;;;;;;;;03574660532739
09385786;all_articles,kind0und0familie0mamagesundheit0stillzeit0babyflasche0silikon,sprechstundenbedarf0berufe0hebamme0medela;1;abda_artikel;;;;;;;;;;;;;;;;;;07612367049788
11351636;all_articles,blasenschwaeche,pflegebedarf0inkontinenzprodukte0inkontinenzhosen;1;abda_artikel;;;;;;;;;;;;;;;;;;04052199245942
11351866;all_articles,blasenschwaeche,pflegebedarf0inkontinenzprodukte0inkontinenzhosen;1;abda_artikel;;;;;;;;;;;;;;;;;;04052199246581
14027586;all_articles,gesichtspflege0dekorative0kosmetik0lippenkosmetik0lippenstift;1;abda_artikel;;;;;;;;;;;;;;;;;;04011061216930
03733654;all_articles,hauterkrankungen0medizinische0hautpflege;1;abda_artikel;3347827800;;;;;;;;;;;;;;;;;04008455011318
10736133;all_articles,kind0und0familie0mamagesundheit0stillzeit0babyflasche0silikon;1;abda_artikel;;;;;;;;;;;;;;;;;;08710103696636
00425596;all_articles,nr090natrium0phosphoricum;1;abda_artikel;3342778000;;;;;;;;;;;;;;;;;"4150004255961 "
01631240;all_articles,kind0und0familie0vaginalinfektion0und0intimpflege0scheidenentzuendung0homoeopathie,kind0und0familie0vaginalinfektion0und0intimpflege0scheidenpilz0homoeopathie,kind0und0familie0vaginalinfektion0und0intimpflege0scheidentrockenheit0homoeopathie,sprechstundenbedarf0berufe0hebamme0weleda;1;abda_artikel;3336368811;;;;;;;;;;;;;;;;;04001638062305
04791843;all_articles,artikel,mund0und0zaehne0zahnpflegeprodukte0zahnpasta0ohne0fluorid,mund0und0zaehne0zahnpflegeprodukte0zahnpasta0parodontax;1;abda_artikel;3115820011;;;;;;;;;;;;;;;;;04026600839419
09773169;all_articles,gesichtspflege0gesichtspflege0hauttyp0reife0haut;1;abda_artikel;3347103200;;;;;;;;;;;;;;;;;03337872413704
05393530;all_articles,maennerpflege0koerperpflege,marken0shop0speick0naturkosmetik0maennerpflege;1;abda_artikel;;;;;;;;;;;;;;;;;;04009800010888
06634763;all_articles,artikel,gesichtspflege0augenpflege0augencreme0abschwellende,gesichtspflege0augenpflege0augencreme0creme0gegen0augenringe,gesichtspflege0augenpflege0augencreme0gegen0falten;1;abda_artikel;;;;;;;;;;;;;;;;;;04016369290149
10331465;all_articles,gesichtspflege0dekorative0kosmetik0lippenkosmetik0lippgloss;1;abda_artikel;;;;;;;;;;;;;;;;;;04011061514203
00838246;all_articles,koerperpflege0deodorants0spray,weleda0normale0und0mischhaut,weleda0reife0haut,weleda0schwangerschaftsund0babypflege,weleda0trockene0sensible0haut;1;abda_artikel;3343057900;;;;;;;;;;;;;;;;;04001638099271
10300370;all_articles,duschen0baden;1;abda_artikel;3344220900;;;;;;;;;;;;;;;;;03337872414282
01647465;all_articles,fusspflegeprodukte0fusscreme0schrundensalbe;1;abda_artikel;;;;;;;;;;;;;;;;;;04019847002401
01745914;aliva0themenwelt0kraeuter0haut0koerperpflege,all_articles,duschen0baden;1;abda_artikel;;;;;;;;;;;;;;;;;;08713544002738
03765430;all_articles,allgaeuer0latschenkiefer0muskel0verspannungen,schmerzen0und0verletzungen0zum0einreiben0arnika0salbe0hochdosiert;1;abda_artikel;;;;;;;;;;;;;;;;;;04030538000827
01476822;all_articles,sprechstundenbedarf0berufe0hebamme0weleda,weleda0normale0und0mischhaut,weleda0reife0haut,weleda0schwangerschaftsund0babypflege,weleda0trockene0sensible0haut;1;abda_artikel;3343054600;;;;;;;;;;;;;;;;;04001638098946
02340757;all_articles,fusspflegeprodukte0fusscreme0gehwol,rat0tat0hand0fuss;1;abda_artikel;3343950100;;;;;;;;;;;;;;;;;04013474103166
04656482;all_articles,corona0shop0handreinigung0seifenstuecke,hygienebedarf0hautreinigung0waschlotion0seifenfreie,sebamed0empfindliche0haut;1;abda_artikel;3343841900;;;;;;;;;;;;;;;;;04103040524010
04847242;all_articles,haus0reiseapotheke0nuetzliche0reisebegleiter,hausapotheke0und0reiseapotheke0reiseapotheke,kind0und0familie0baby0und0kind0kinderapotheke0magen0und0darm0reiseuebelkeit0kinder,pflegebedarf0reha0hilfsmittel,themenwelten0kinderwelt0uebelkeit0und0erbrechen0bei0kindern;1;abda_artikel;;;;;;;;;;;;;;;;;;05015259006371
13913251;all_articles,durex0kondome,durex0spielzeuge,geschenkideen0fest0der0liebe,verhuetungsmittel;1;abda_artikel;;;;;;;;;;;;;;;;;;04002448118381
15638524;aliva_flyer,all_articles,seo0dampf0inhalator;1;abda_artikel;;;;;;;;;;;;;;;;;;04260048433444
06150054;all_articles,seo0emser0inhalationsloesung,seo0inhalationsloesung0fuer0vernebler;1;abda_artikel;3342734800;;;;;;;;;;;;;;;;;04260048436476
11173206;aboca0magen0darmgesundheit,all_articles,magen0und0darm0sodbrennen0tabletten0neu,vegane0hausapotheke;1;abda_artikel;3348332700;;;;;;;;;;;;;;;;;08032472007944
11594391;all_articles,haare0haarshampoo0anti0fett0shampoo,haare0haarshampoo0mildes0shampoo,vichy0haarpflege0und0haarausfall;1;abda_artikel;3348023000;;;;;;;;;;;;;;;;;03337875486736
00147134;all_articles,hauterkrankungen0wundheilung0ringelblumensalbe;1;abda_artikel;;;;;;;;;;;;;;;;;;09120006402392
03141215;all_articles,handcreme0nach0marken0neutrogena;1;abda_artikel;;;;;;;;;;;;;;;;;;03574660027211
03169900;all_articles,gesichtspflege0gesichtsmaske0luvos0heilerde0maske;1;abda_artikel;3349539100;;;;;;;;;;;;;;;;;04005120802035
09750211;all_articles,kind0und0familie0frauengesundheit0damenhygiene0tampons0soft;1;abda_artikel;;;;;;;;;;;;;;;;;;04028403122002
09882036;all_articles,gesichtspflege0gesichtspflege0hauttyp0reife0haut;1;abda_artikel;;;;;;;;;;;;;;;;;;04260260170011
11002203;all_articles,hunde0floehe0zecken0co;1;abda_artikel;;;;;;;;;;;;;;;;;;04019181774101
11173258;aboca0atemwege0abwehr,all_articles,gratis0zugaben0sets,halsschmerztabletten0produkte,hausapotheke0und0reiseapotheke0hauspaotheke,hausapotheke0und0reiseapotheke0reiseapotheke,vegane0hausapotheke;1;abda_artikel;3348996100;;;;;;;;;;;;;;;;;08032472011651
00178904;all_articles,urtinkturen;1;abda_artikel;3343709300;;;;;;;;;;;;;;;;;07640158232231
00677487;all_articles,duschen0baden,hauterkrankungen0neurodermitis0duschgel,koerperpflege0nach0hauttypen0allergische0haut;1;abda_artikel;3343644100;;;;;;;;;;;;;;;;;04051452030127
00677694;all_articles,hauterkrankungen0ekzeme0entzuendete0haut0ekzem0salbe,hauterkrankungen0juckreiz0lotion0gegen0juckreiz,hauterkrankungen0neurodermitis0creme,hauterkrankungen0schuppenflechte0creme,koerperpflege0koerpercreme0bodylotion,koerperpflege0koerpercreme0urea0creme,koerperpflege0nach0hauttypen0allergische0haut;1;abda_artikel;3343644300;;;;;;;;;;;;;;;;;04051452030202
02159354;all_articles,fusspflegeprodukte0weitere;1;abda_artikel;3343971100;;;;;;;;;;;;;;;;;04013474103197
06307001;all_articles,eubos0gesichtsreinigung,eubos0handhygiene,eubos0koerperreinigung,nachhaltigkeit0kosmetik0ohne0tierversuche,nachhaltigkeit0ohne0mikroplastik0koerperpflegeprodukte0baden0und0duschen;1;abda_artikel;3097370013;;;;;;;;;;;;;;;;;04021354031560
12419313;all_articles,gesichtspflege0gesichtspflege0hauttyp0empfindliche0haut,la0rocheposay0koerperpflege,la0rocheposay0neurodermitis;1;abda_artikel;3348255600;;;;;;;;;;;;;;;;;03337875537315
12581976;all_articles,gesichtspflege0gesichtspflege0hauttyp0reife0haut;1;abda_artikel;3348675200;;;;;;;;;;;;;;;;;04030963173189
13919437;all_articles,la0rocheposay0sonnenschutz,sonnenschutz0sonnenspray0gesicht,sonnenschutz0sonnenspray0koerper,sonnenschutzmittel0sonnencreme0allergie,sonnenschutzmittel0sonnenschutz0empfindliche0haut,sonnenschutzmittel0sonnenspray0transparentes,sonnenschutzmittel0uv0schutz;1;abda_artikel;3349188600;;;;;;;;;;;;;;;;;03337872420153
11328471;all_articles,koerperpflege0nach0hauttypen0trockene0haut;1;abda_artikel;3347781600;;;;;;;;;;;;;;;;;08429420104563
00957927;all_articles,always0fit0robust,kreislaufanregung,staerkung0fuer0das0herz;1;abda_artikel;;;;;;;;;;;;;;;;;;09008124038634
01486714;all_articles,gesichtspflege0gesichtsreinigung0reinigungsmilch;1;abda_artikel;;;;;;;;;;;;;;;;;;00000042233244
10211488;all_articles,gesichtspflege0dekorative0kosmetik0makeup0foundation,lavera0natur0makeup;1;abda_artikel;;;;;;;;;;;;;;;;;;04021457610037
11280020;all_articles,annemarie0boerlind0staerkende0intensivpflege,gesichtspflege0gesichtspflege0hauttyp0empfindliche0haut,nachhaltigkeit0ohne0mikroplastik0gesichtspflegeprodukte;1;abda_artikel;;;;;;;;;;;;;;;;;;04011061008726
12473057;all_articles,haare0stylingprodukte0haarspray,vegane0pflege;1;abda_artikel;;;;;;;;;;;;;;;;;;07621500215423
12473063;all_articles,haare0stylingprodukte0haarspray,vegane0pflege;1;abda_artikel;;;;;;;;;;;;;;;;;;07621500215577
12894008;all_articles,kind0und0familie0familienplanung0kinderwunsch0ovulationstest,ovulationstest,rat0tat0schwangerschaft;1;abda_artikel;3348893500;;;;;;;;;;;;;;;;;04015600769666
00628419;all_articles,duschen0baden;1;abda_artikel;;;;;;;;;;;;;;;;;;00000042233411
01809270;all_articles,gesichtspflege0gesichtsmaske0creme0maske;1;abda_artikel;;;;;;;;;;;;;;;;;;00000042233428
09634456;all_articles,mund0und0zaehne0mundpflegeprodukte0mundspuelloesung0mundwasser0ohne0alkohol;1;abda_artikel;;;;;;;;;;;;;;;;;;04026600150057
13837314;all_articles,vitamin0b0komplex;1;abda_artikel;3349414800;;;;;;;;;;;;;;;;;04008617283713
13425770;all_articles,duschen0baden;1;abda_artikel;;;;;;;;;;;;;;;;;;04008491124737
16022972;all_articles,koerperpflege0deodorants0spray;1;abda_artikel;;;;;;;;;;;;;;;;;;00000059081418
05484296;all_articles,bekannt0aus0dem0tv,gesichtspflege0gesichtspflege0hauttyp0empfindliche0haut;1;abda_artikel;3344742700;;;;;;;;;;;;;;;;;04048882245399
01864978;aliva_katalog,all_articles,bis020eur,geschenkideen0geschenke0fuer0oma,geschenkideen0kleine0geschenke0fuer0frauen,geschenkideen_fuer_frauen,gesichtspflege0gesichtspflege0hauttyp0trockene0haut,gesichtspflege0nachtcreme,medipharma0cosmetics0gesicht0olivenoel,sanicare_katalog;1;abda_artikel;3348721700;;;;;;;;;;;;;;;;;04016369465028
09394118;all_articles,gesichtspflege0dekorative0kosmetik0lippenkosmetik0lippenstift;1;abda_artikel;;;;;;;;;;;;;;;;;;00000030092655
02031536;all_articles,erektionshilfen,geschenkideen0fest0der0liebe,gesundheitsprodukte,themenwelt0bettgeschichten0hilfen0zur0erektion,themenwelt0echte0maenner0tabuthema0potenzprobleme0;1;abda_artikel;;;;;;;;;;;;;;;;;;04028403156137
10330980;all_articles,gesichtspflege0dekorative0kosmetik0augenkosmetik0lidschatten;1;abda_artikel;;;;;;;;;;;;;;;;;;04011061509414
15822943;Verbandsmaterial0bandagen0handgelenkbandagen,all_articles,hansaplast0bandagen,sport0sportverletzungen0sportbandagen0handgelenkbandagen;1;abda_artikel;;;;;;;;;;;;;;;;;;04005800264924
15822995;Verbandsmaterial0bandagen0kniebandagen,all_articles,hansaplast0bandagen,sport0sportverletzungen0sportbandagen0kniebandagen;1;abda_artikel;;;;;;;;;;;;;;;;;;04005800265044
16537481;all_articles,magen0und0darm0darmsanierung0darmbakterien0kapseln;1;abda_artikel;3351447200;;;;;;;;;;;;;;;;;04260733930098
16760173;all_articles,amazon0pay0blacklist,wellness0cbd0mundoel;1;abda_artikel;;;;;;;;;;;;;;;;;;04260647560343
04668723;aliva_katalog,aliva_mailing1,all_articles,bekannt0aus0dem0tv,eucerin0anti0age,gesichtspflege0gesichtspflege0hauttyp0reife0haut,kosmetik,rat0tat0hautpflege,sanicare_flyer,sanicare_katalog,sanicare_mailing1;1;abda_artikel;3343304800;;;;;;;;;;;;;;;;;04005800634864
10837242;all_articles,kind0und0familie0baby0und0kind0speziell0fuer0kinder,mund0und0zaehne0zahnpflegeprodukte0zahnpasta0elmex;1;abda_artikel;3349802300;;;;;;;;;;;;;;;;;04007965146503
15268145;all_articles,nahrungsergaenzung050,vitamin0d,vitamin_spray;1;abda_artikel;3350135400;;;;;;;;;;;;;;;;;04051895018911
16536151;all_articles,butchers0son0koerperpflege,duschen0baden;1;abda_artikel;;;;;;;;;;;;;;;;;;04008890012093
16061340;all_articles,gesichtspflege0tagescreme0weitere,vichy0feuchtigkeitsarme0haut;1;abda_artikel;3350407800;;;;;;;;;;;;;;;;;03337875707527
13912435;all_articles,kind0und0familie0baby0und0kind0speziell0fuer0kinder,seo0resource;1;abda_artikel;3351350600;;;;;;;;;;;;;;;;;07613033303258
15563051;all_articles,hand0und0nagelpflege0handpflege0handcreme0trockene0haende,kneipp0bodylotion0creme;1;abda_artikel;;;;;;;;;;;;;;;;;;04008233153216
16353108;all_articles,eiweissshakes0low0carb;1;abda_artikel;;;;;;;;;;;;;;;;;;04019839892720
16204845;all_articles,sonnenschutzmittel0after0sun0sonnenbrand0after0sun0spray;1;abda_artikel;3350214300;;;;;;;;;;;;;;;;;08470003233941
